"agn_id","code","name","address_1","address_2","city","state","zip","phone","fax","url","rgn_id"
"146","DCFBRO","DCF-Brockton Area Office","110 Mulberry St.","","Brockton","MA","02302","508-894-3700","508-559-7695","","1004"
"147","DCFCAM","DCF-Cambridge/Somerville Area Office","810 Memorial Drive","","Cambridge","MA","02139-4685","617-520-8700","","","1003"
"148","NHCFS","NH Child & Family Services","99 Hanover Street","","Manchester","NH","03101","603-668-1920","","",""
"149","NHDCYFC","Division for Children, Youth and Families- Concord","97 Pleasant Street","","Concord","NH","03301","603-271-4711","","http://www.dhhs.nh.gov/dcyf/adoption/index.htm","1007"
"150","NHLDS","NH Latter Day Saints Social Services","491 Amherst St.","","Nashua","NH","03063","603-889-0148","","",""
"151","NJCHS","The Children Home Society of New Jersey","635 S. Clinton Ave.","","Trenton","NJ","08611-1831","","","",""
"152","NJSC","Spaulding for Children","37 Prospect St.","","Westfield","NJ","08618","609-223-2282","","",""
"153","NNCC","New North Citizen Council","2383 Main St.","","Springfield","MA","01107","413-747-0090","","",""
"154","NYLCS","Lutheran Community Services","33 Worth St.","","New York","NY","10013","212-431-7470","","",""
"155","NYSACS","Sheltering Arms Children's Services","122 East 29th St.","","New York","NY","10016","212-679-4242","","",""
"156","ACONE","Adoption Community of New England, Inc.","36 Knox Trail","Suite 206","Concord","MA","01742","978-440-0422","111-111-1111","http://www.rfkchildren.org/acone",""
"157","RIARI","Adoption Rhode Island","2 Bradford Street","","Providence","RI","02903","401-865-6000","401-865-6001","www.adoptionri.org","1007"
"159","BPCFC","Beacon & Parsen's Child & Family Center","66 Lake Buel Rd.","","Great Barring","MA","02130","413-528-2749","","",""
"160","ISSI","Interfaith Social Services, Inc.","776 Hancock St.","","Quincy","MA","02170","617-773-6203","","",""
"162","RICFS","RI Children's Friend & Service","153 Summer St.","","Providence","RI","02903","401-331-2900","","",""
"163","RICSS","RI Catholic Social Services","433 Elmwood Ave.","","Providence","RI","02907","401-467-7200","","",""
"165","RIDCYFB","RI Dept of Children Youth & Family","530 Wood St","","Bristol","RI","02809","401-254-7000","","",""
"167","COAE","The Adoption Exchange","14232 E. Evans Ave.","","Aurora","CO","80014","303-755-4756","","",""
"168","CFPAP","Communities for People Adoption Program","22 McGrath Highway","Suite 202","Somerville","MA","02143","617-628-0451","617-572-3611","","1002"
"169","ADLUSE","DCF-Southeast Regional","110 Mulberry Street, 1st Floor","","Brockton","MA","02302","508-894-3700","508-554-7878","","1004"
"170","SEAS","Southeast Adoption Services","PO Box 356","","Marion","MA","02738","508-748-2529","","",""
"171","SPACE","Single Parents for Adoption of Children Everywhere c/o ACONE","45 Lyman Street","#2 South Terrace","Westborough","MA","01581","508-366-6812","","",""
"172","TAC","The Adoption Connection","1 Peabody Sq.","Room 6","Peabody","MA","01960","978-532-1261","","",""
"174","UHCT","United Homes for Children","1147 Main St.","Ste.209","Tewksbury","MA","01876","978-640-0089","","",""
"175","UHCB","United Homes for Children-Boston","520 Dudley Street","","Boston","MA","02119","617-825-3300","","",""
"176","VTCASWO","Vermont Children's Aid Society","32 Pleasant St.","Simmons House","Woodstock","VT","05091","802-457-3084","","",""
"178","VTDSRSS","VT Dept of Social & Rehabilitation Services - Springfield","100 Mineral St.","Suite 101","Springfield","VT","05156-3141","802-885-4501","","","1007"
"179","VTDSRSR","VT Dept of Social & Rehabilitation Services -Rutland","220 Asa Bloomer Bldg.","","Rutland","VT","05701-9409","802-773-5817","","","1007"
"180","VTDSRSBU","Vermont Dept of Social & Rehabilitation Services -Burlington","1193 North Ave.","","Burlington","VT","05401","802-863-7370","","","1007"
"181","VTDSRSBA","VT Dept of Social","255 North Main St.","","Barre","VT","05602","802-838-3401","","",""
"182","CFW","Children's Friend, Inc.","21 Cedar St.","","Worcester","MA","01609","508-753-5425","508-757-7659","","1002"
"184","DCFHYANNIS","DCF-Cape & Islands","500 Main Street","","Hyannis","MA","02601","508-760-0200","508-790-3006","","1004"
"185","DCFCEN","DCF-Central Office of Department of Children and Families","600 Washington Street","Floor 1","Boston","MA","02211","617-748-2000","","",""
"187","DCFCHE","DCF-Harbor Area Office","80 Everett Ave","Suite 300","Chelsea","MA","02150","617-660-3400","617-884-0215","","1005"
"188","DCFDOR","DCF-Park Street Area Office","50B Park St.","Esquire Building","Dorchester","MA","02122","617-822-4840","617-822-4849","","1005"
"191","DCFLEO","DCF-North Central Area Office","690 Mechanic Street","Suite 100","Leominster","MA","01453","978-353-3600","978-353-3800","","1001"
"192","DCFFR","DCF-Fall River Area Office","1561 North Main St.","","Fall River","MA","02720","508-235-9800","","","1004"
"193","DCFFRA","DCF-Framingham Area Office","300 Howard Street","","Framingham","MA","01702","508-424-0100","508-872-8340","","1003"
"194","DCFGRE","DCF-Greenfield Area Office","143 Munson Street","Unit #4","Greenfield","MA","01301","413-775-5000","","","1000"
"195","DCFHAV","DCF-Haverhill","3 Ferry St.","Ste.2","Bradford","MA","01835-7441","978-469-8800","978-469-8990","","1003"
"196","DCFHOL","DCF-Holyoke Area Office","261 High St.","","Holyoke","MA","01040","413-493-2600","413-533-9355","","1000"
"197","DCFHP","DCF-Hyde Park Area Office","1530 River Street","","Hyde Park","MA","02136","617-363-5000","","","1005"
"198","DCFLAW","DCF-Lawrence Area Office","280 Merrimac Street","2nd Floor","Lawrence","MA","01843","978-557-2500","978-683-7455","","1003"
"199","DCFLOW","DCF-Lowell Area Office","33 East Merrimack St.","","Lowell","MA","01852","978-275-6800","978-452-5896","","1003"
"200","DCFLYN","DCF-Lynn Area Office","330 Lynnway, Suite 201","","Lynn","MA","01901","781-477-1600","","","1003"
"201","DCFMAL","DCF-Malden Area Office","22 Pleasant St.","","Malden","MA","02148","781-388-7100","","","1003"
"203","DCFNB","DCF-New Bedford Area Office","100 North Front St.","","New Bedford","MA","02740","508-910-1000","508-990-7321","","1004"
"205","DCFNO","DCF-Northampton Social Serv.Cntr.","23 Service Center Rd.","","Northampton","MA","01060","413-586-8480","","",""
"206","DCFPIT","DCF-Pittsfield Area Office","53 Eagle St.","2nd Floor","Pittsfield","MA","01201","413-236-1800","413-445-4507","","1000"
"207","DCFPLY","DCF-Plymouth Area Office","61 Industrial Park Rd.","","Plymouth","MA","02360","508-732-6200","","","1004"
"210","ADLUWE","DCF-Western Regional","140 High Street","5th Floor","Springfield","MA","01105","413-452-3350","413-781-4482","","1000"
"211","DCFSPI","DCF-Springfield Area Office","140 High Street","4th Floor","Springfield","MA","01105","413-452-3200","413-739-5851","","1000"
"216","DCFWEY","DCF-Coastal Area Office","220 Forbes Road","Rear Building","Braintree","MA","02184","781-794-4400","781-799-4510","","1004"
"217","DCFWHI","DCF-So.Cntrl/Blkstone Vly. Area Office","185 Church St.","","Whitinsville","MA","01588","508-929-1000","508-929-1100","","1001"
"218","ADLUCE","DCF-Central Regional (Worcester)","13 Sudbury St","","Worcester","MA","01609","508-929-2150","508-754-0420","","1001"
"219","DCFWOREAST","DCF-Worcester East Area Office","151 W Boylston St","","Worcester","MA","01606","508-929-2000","508-654-9803","","1001"
"220","FCL","Florence Crittenton League","119 Hall St.","","Lowell","MA","01854","978-452-9671","","",""
"222","HOPE","Hope Adoptions, Inc.","21 Cedar St.","","Worcester","MA","01609","508-752-1456","","",""
"223","WHFC","Wide Horizons for Children","38 Edge Hill Rd.","","Waltham","MA","02154","781-894-5330","","",""
"224","DCFROX","DCF-Dimock Street Area Office","30 Dimock Street","","Roxbury","MA","02119","617-989-2800","","","1005"
"226","FLCHS","Children's Home Society","3333 Forest Hill Blvd","","W Palm Beach","FL","33406","561-868-4300","","",""
"228","VTCASWI","Vermont Children's Aid Society","79 Weaver St","PO Box 127","Winooski","VT","05404-0127","802-655-0006","","",""
"234","IACAI","Certified Adoption Invest.","500 College Ave.","","Lamoni","IA","50140","515-784-6965","","",""
"236","NCCHS","Children's Home Society Greensboro","P O Box 14608","","Greensboro","NC","27415","800-862-1898","","http://www.chsnc.org/ProgramsandServices/AdoptionFosterCare.aspx",""
"238","MSAM","Adoption Ministries of MS","P O Box 220346","","Jackson","MS","39289","601-352-7888","","",""
"239","WISC","Special Children, Inc.","15285 Waterttown Plank Rd.","Stop 3","Elm Grove","WI","53122-2339","414-821-2125","","",""
"240","SDDSS","South Dakota Dept. of Social Services","PO Box 2440","","Rapid City","SD","57709","605-394-2525","","",""
"241","UTFFC","Families for Children","PO Box 521192","","Salt Lake City","UT","84152","801-467-3413","","",""
"249","CTDCFN","Dept. of Children & Families","2 Courthouse Sq.","","Norwich","CT","06360","860-885-2460","","","1007"
"250","MEAPSP","Maine Adoption Placement Services","277 Congress Street","","Portland","ME","04101","207-772-3678","","",""
"252","OHYES","Youth Engaged for Success","1250 Hanover Ave","","Columbus","GA","31903-2445","937-837-4200","","",""
"253","CTDCFNB","Dept. of Children & Families","1 Central Park Plaza","","New Britain","CT","06051","860-832-5200","","",""
"254","NYDCDSS","Delaware County DSS","111 Main St.","","Delhi","NY","13753","607-746-2325","","",""
"255","NCCSM","Catholic Social Ministries","PO Box 8241","","Greenville","NC","27835","919-355-5111","","",""
"256","NYHCC","Hillside Children's Center","1337 East Main St.","","Rochester","NY","14626","716-654-4528","","www.hillside.com",""
"257","VAJFS","Jewish Family Services","6718 Patterson Ave.","","Richmond","VA","23226","804-282-5644","","",""
"258","NCLFS","Lutheran Family Services","P O Box 12287","","Raleigh","NC","27605","919-832-2620","","",""
"259","NYCCDSS","Chenango County DSS","P O Box 590","","Norwich","NY","13815","607-337-1586","","",""
"260","OHAASK","AASK Midwest","1223 11th St. NW","","Canton","OH","44703","330-454-7715","","",""
"261","VTLFC","The Lund Family Center-RRT","PO Box 4009","","Burlington","VT","05406","802-864-7467","802-639-1741","www.lundfamilycenter.org",""
"264","NHDCYFM","Division for Children, Youth and Families- Manchester","195 McGregor Street","Ste 110","Manchester","NH","03102-3749","603-668-2330","603-624-4014","",""
"265","PANAC","National Adoption Center","1500 Walnut St.","Ste 701","Philadelphia","PA","19102","800-862-3668","","",""
"266","MSHHA","Harden House Adoption","1800 N Gloster Street","#A","Tupelo","MS","38804-1218","662-680-9191","","www.hardenhouse.org","1007"
"268","VACCF","Christian Children's Fund","PO Box 26507","","Richmond","VA","23261","800-776-6767","","",""
"269","NMCYF","Children, Youth, and Families","P O Box 5160","Room 219","Santa Fe","NM","87502","505-827-8422","","",""
"270","PALSS","Lutheran Service Society","211 Gaskill Avenue","","Jeannette","PA","15644","724-837-9385","","",""
"273","RIUL","Urban League of RI","246 Prairie Ave.","","Providence","RI","02905","401-351-5000","","ulriadoption@hotmail.com",""
"276","FLCHSM","Children's Home Society","3270 Suntree Blvd.","Suite 100","Melbourne","FL","32940","407-752-3170","","",""
"277","NHLSS","Lutheran Social Services","261 Sheep Davis Rd.","#A-1","Concord","NH","03301-5750","603-224-8111","","",""
"278","PAHVFAS","Heavenly Vision Family Adoption Service","6513 Meadow St.","","Pittsburgh","PA","15206","412-661-4774","","",""
"287","MSCHS","Children's Home Society","P O Box 1078","","Jackson","MS","39215-1078","601-352-7784","","",""
"288","CTCARA","CT Adoption & Family Services","2 Union Plaza, Suite 300","","New London","CT","06320","860-444-0553","","",""
"289","NHNHCS","New Hope Christian Service","210 Silk Farm Rd.","","Concord","NH","03301","603-225-0992","","",""
"290","PALH","The Lutheran Home","One South Home Ave.","","Topton","PA","19562","610-682-1504","","",""
"291","PADAS","Diakon Adoption Services","836 So. George St.","","York","PA","17403","717-845-9113","","",""
"292","PAAU","Adoption Unlimited, Inc.","1263 North Reading Road","","Stevens","PA","17578","717-431-2021","","",""
"293","GAPIA","Partners in Adoption","5665 Highway 9","Suite 103-351","Alpharetta","GA","30004","770-840-2080","770-840-2075","",""
"294","CTDCFH","Dept. of Children & Families","250 Hamilton St.","","Hartford","CT","06106","860-418-8000","","",""
"295","OKPA","Project Adopt","1901 N.Classen Blvd.","Ste.100","Oklahoma","OK","73106","405-521-0495","","",""
"296","WVCHSM","Children's Home Society of WV","165 Scott Ave.","Ste. 106","Morgantown","WV","26508","304-284-0992","","",""
"297","NFIDAN","Northeast Family Institute","10 Harbor St.","","Danvers","MA","01923","978-771-0774","","",""
"298","PACAAS","Capital Area Adoption Services","802 Valley Road","","Marysville","PA","17053","717-957-4329","","",""
"300","VAPDSS","Petersburg Dept. of Social Services","400 Farmer St.","","Petersburg","VA","23804","804-861-4720","","",""
"301","DCFATT/TA","DCF-Attleboro/Taunton Area Office","Mill River Place","1 Washington Street, Suite 21","Taunton","MA","02780","508-821-7000","","","1004"
"302","RIDCYFP","RI Dept. of Children Youth & Families","101 Friendship St.","","Providence","RI","02903","401-528-3676","","http://dcyf.ri.gov/adoption.php","1007"
"303","DCFARL","DCF-Arlington Area Office","30 Mystic St.","","Arlington","MA","02474","781-641-8500","781-646-5172","","1004"
"304","DCFBOS","DCF-Wm E.Warren Center Area Office","38 Wareham St.","","Boston","MA","02118","617-574-8401","","",""
"306","GADFCSWC","Walker County DFCS","P O Box 689","","Rock Springs","GA","30739","706-375-0767","","",""
"308","VADSSBE","Dept. of Social Services-Bedford","119 East Main St.","Burs Scott Bldg.","Bedford","VA","24523","540-586-7750","","",""
"309","NHDCYFL","Division of Children, Youth and Families- Laconia","65 Beacon St. W","","Laconia","NH","03246","603-524-4485","","",""
"310","DCFSAL","DCF-Salem/Cape Ann Area Office","45 Congress St.","Bldg.4","Salem","MA","01970","978-825-3800","978-825-9091","","1003"
"311","MICFS","Christian Family Services","17105 West Twelve Mile Rd.","","Southfield","MI","48076","248-557-8390","","",""
"314","PARAS","Rainbow Adoption Services","120 Charles Street","","Dorseyville","PA","15238","412-782-4457","","",""
"315","NYLSS","Lutheran Social Services","475 Riverside Drive","Suite 1244","New York","NY","10115","212-406-9110","","",""
"317","CCW","Catholic Charities-Whitinsville","9 Spring St.","","Whitinsville","MA","01588","508-234-3800","","",""
"318","JFSMV","Jewish Family Services of Merrimack Valley","PO Box 937","","Andover","MA","01810-0016","978-683-6711","","",""
"319","ARCB","Adoption Resource Ctr-Brightside","2112 Riverdale St.","","W. Springfield","MA","01089","413-827-4258","","",""
"320","UL","Urban League of Springfield Inc","765 State Street","","Springfield","MA","01109","","","",""
"321","DTA","Department of Transitional Assistance","155 Katherine Lee Bates Road","","Falmouth","MA","02540-2845","","","",""
"323","NHDCYFCO","Division of Children, Youth and Families- Conway","73 Hobbs St.","","Conway","NH","03818","603-447-3841","","",""
"324","VTDSRSBF","VT Dept of Social & Rehabilitation Services -Bellow Falls","100 Mineral St.  #101","","Bellows Falls","VT","01518","802-885-8900","","","1007"
"325","VTRCDB","Roman Catholic Diocese of Burlington","P.O. Box 489","","Burlington","VT","05402-0489","802-658-6110","","",""
"327","NYCAP","Children Awaiting Parents,Inc.","274 Goodman St N","STE D103","Rochester","NY","14607","585-232-5110","585-232-2634","www.childrenawaitingparents.org",""
"328","PACOTR","Council of Three Rivers American Indian Center","120 Charles St.","","Pittsburgh","PA","15238","412-782-4457","","",""
"329","ASES","Adoption Support & Enrichment Services","13 Main St.","","Franklin","MA","02038","","","",""
"330","OHACT","Action Adoption","6000 Philidelphia Drive","","Dayton","OH","45415","937-277-6101","","","1007"
"332","WVDHHR","Dept of Health & Human Resources","313 Main St.","","Martinsville","WV","26155","304-455-0920","","",""
"333","RIAO","Adoption Options","959 North Main Street","","Providence","RI","02904","401-331-5437","","",""
"334","MDATI","Adoptions Together, Inc.","10230 New Hampshire Ave.","Ste.200","Silver Spring","MD","20903","301-439-2900","","",""
"335","MSDSS","DSS-MS Adoption Resource Exchange","P O Box 352","","Jackson","MS","39205","800-821-9157","","",""
"338","SCSCCAC","South Carolina Council on Adoptable Children","2005 Hampton Street","Suite F","Columbia","SC","29204-1040","888-515-2622","","",""
"339","UTTAE","The Adoption Exchange","975 Woodoak Lane","Suite 220","Salt Lake City","UT","84117-7275","801-412-0200","","",""
"342","GAMTN","My Turn Now, Inc.","P O Box 7727","","Atlanta","GA","30357","404-657-3479","","",""
"343","OKACOK","The Adoption Center of Northeastern Oklahoma, Inc.","3728 S Elm PL","","Broken Arrow","OK","74011-1803","999-9999","","",""
"345","TXACT","Adopting Children Together, Inc.","PO Box 120966","","Arlington","TX","76012","817-467-4778","","",""
"347","NMNMSAE","New Mexico State Adoption Exchange","Box 2348","Pera Bldg. 203B","Santa Fe","NM","87504","999-9999","","",""
"348","VTDSRSW","VT Dept of Social & Rehabilitation Services -Waterbury","Social Service Division - Adoption Unit","103 South Main Street","Waterbury","VT","05671-5500","800-746-7000","","http://dcf.vermont.gov/adoption_fostercare","1007"
"349","VTDSRSSA","VT Dept of Social & Rehabilitation Services - St. Albans","20 Houghton St.","","St Albans","VT","05478","802-527-7741","","","1007"
"350","WVCHSC","Children's Home Society of WV","1145 Greenbrier St.","","Charleston","WV","25311","304-346-0795","","",""
"352","TNAS","Tennessee Department of Children's Services","436 6th Ave. North","7th Floor","Nashville","TN","37243","615-253-4666","615-253-6992","",""
"353","TRRC","Try Resource/Referral Center","PO Box 989","","Northampton","MA","01061","","","",""
"355","FLABC","Adoption By Choice, Inc.","4102 W Liniebaugh Ave.","Unit No.200","Tampa","FL","33624","","","",""
"356","VAARESP","ARESP","4116 Hunt Road","#220","Fairfax","VA","22032-1461","301-585-5836","","",""
"357","MNNACAC","North American Council on Adop.Child.","970 Raymond Ave.","#106","St. Paul","MN","55114","651-644-3036","651-644-9848","www.nacac.org",""
"359","NCAS","Adoption Services","325 N. Salisbury St.","","Raleigh","NC","27603","","","","1007"
"361","OHAAN","Adopt America Network","1500 N Superior Street","Suite 303","Toledo","OH","43604","419-534-3350","419-534-2995","www.adoptamericanetwork.org","1007"
"362","WISNAN","Special Needs Adoption Network","1126 South 70th St.","Ste.509A","Milwaukee","WI","53214","","","",""
"364","QDC","Quincy District Court","1150 Hancock Street","2nd Floor","Quincy","MA","02169","","","",""
"366","CCLOW","Catholic Charities-Lowell","70 Lawrence St.","","Lowell","MA","01854","978-452-1421","","",""
"367","CCLYN","Catholic Charities-Lynn","55 Lynn Shore Drive","","Lynn","MA","01902","999-9999","","",""
"368","FCSLYN","Family & Children's Service","111 North Commons","","Lynn","MA","01902","999-9999","","",""
"371","CSS","Catholic Social Services","261 South St.","","Hyannis","MA","02601","508-771-6771","","",""
"374","NYDFY","Downeyside Families for Youth","4 Fourth Avenue","","Bay Shore","NY","11706","631-665-5005","631-665-5151","",""
"376","BRIPIT","Brightside, Inc.","480 West St.","","Pittsfield","MA","01201","413-496-9491","","",""
